,Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information
10,HL4042,BEING HUMAN IN FILM & LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001 OR HJ5001,,"In this course, we regard the `human' as (1) an evolving concept and (2) a lived experience. As a concept, we trace the theoretical understanding of the human from humanism, transhumanism to posthumanism. As a lived reality, we consider our place in the shifting relations between the human, the nonhuman and our environments. By close reading selected films, literary works and critical writings, we will explore encounters between the humanities and the sciences to rethink our relationship with our immediate reality. Our central question is: What does it mean to be human in the face of rapid technological advances, digitalization, climate change and the destruction of biodiversity?"
11,HH2025,THE WORLD OF SOUTHEAST ASIA TO 1600,3.0,HIST(SOH),Yes,Letter Graded,,,"This course examines the relationship between art, archaeology, and history in ancient Southeast Asia. This course spans the period from prehistory until 1600 which marks the approximate point when Southeast Asian polities and cultures began to change as a result of the forces of early colonialism. The course readings cover conventional themes in Southeast Asian ancient history. Topics include 'Indianization' (or Sanskritization as some scholars prefer to term it) in connection with Hindu and Buddhist concepts of kingship, processes of urbanization and state formation, networks of communications and trade, and their impact on the development of intellectual ideas, religious practices, art and architecture; and comparisons between the ideas of earlier Southeast Asian historians and new perspectives. This course will end with new data from the field by archaeologists and other scholars. There will also be discussions about whether the data support or refute established notions of the Southeast Asian past."
12,HH3001,HISTORIOGRAPHY: THEORY & METHODS,3.0,HIST(SOH),Yes,Letter Graded,HH1001 (Not Applicable to ELAH),,"This course will build on students` knowledge of the practice of history by introducing them to classic works of historiography and the theoretical approaches, which such works take. Each week the course will focus on one key work, which will be contextualised in terms of its contribution to a wider historical and theoretical debate. Approaches covered will include Marxist history, the Annales School, Historical Sociology, the history of Nationalism, Micro-history, The Cultural Turn, Gender history, Subaltern Studies, Post-Colonial Studies, the history of the Senses, and Oral history."
13,HH4021,PUBLIC & APPLIED HISTORY,4.0,HIST(SOH),Yes,Letter Graded,HH1001,,Public & Applied History explores questions around the production and presentation of history; the ethics and issues of applying history to 'real-world' problems; the relationship between history and popular knowledge; and the creative methods by which historical research can profitably interact with a variety of patrons.
14,HR2001,INTRODUCTION TO THE HISTORIES OF SOUTHEAST ASIAN ART,3.0,SOH,Yes,Letter Graded,DD1003,,"This is a foundational survey course covering works of art, artefacts and sites from Southeast Asia. It begins with the early cultures of prehistory and ends by investigating persisting traditions found in 20th-21st century artworks from Southeast Asia. You will study and question the dynamics, themes, and complexities that distinguishes the region geographically and artistically. You will develop literacy over a range of visual representations by considering their aesthetics, symbolic attributes, and cultural/historical significances. You will cultivate and apply these knowledge through independent research, critical thinking, oral presentations, written tests and assignments. This will provide a foundation for further research and study of art in Southeast Asia."
15,HR2004,"SURVEY OF MODERN ART,1900-1945",3.0,SOH,Yes,Letter Graded,,,"You will be introduced to diverse examples of early twentieth-century visual material, and the socio-political and historical contexts in which they were produced. Broadly chronological in approach, a number of historical movements (including, but not limited to, Fauvism, Cubism, Expressionism, Futurism, Dada and Surrealism) will be explored alongside the work of individual artists. The influence of modernist thought and aesthetics upon different areas of artistic production will also be highlighted, as will the relationship between art and politics. Coursework assignments will include a class presentation of research, a paper written after a museum fieldtrip and two in-class quizzes."
16,HR2007,CONTEMPORARY SOUTHEAST ASIAN ART,3.0,SOH,Yes,Letter Graded,,DD3011,"In this course you will explore the development of contemporary art across Southeast Asia from the 1970s to the present, contextualised within the region's complex socio-political history. Covering Singapore and countries beyond, visual forms of all media, including installation, performance, and video are examined to understand how artists from economically and politically diverse regional societies have produced pieces revealing transregionally-connected expressive approaches specific to Southeast Asia. Through artwork analysis, in tandem with critical reading of assigned texts, you will develop visual literacy of regional contemporary art (particularly its themes and audience-engaging methods), and access to the art historical debates that distinguish Southeast Asian contemporary art in the global contemporary art arena."
17,HR2010,INTRODUCTION TO MUSEUM STUDIES,3.0,SOH,Yes,Letter Graded,DD1003,,"This course begins with medieval European treasuries and the Renaissance cabinet of curiosities that led to the birth of museums in the nineteenth-century. It also examines museums that were established in both the West and the East during the period of high colonialism. In addition to exploring issues about collecting and displaying, students will also learn about museum education. Mid-term and final projects will be centered round studying and reporting on current display patterns and educational practices in Singapore museums, and developing educational resources/programs for various age groups from preschoolers to adults. Lectures will be enhanced by guest speakers from the world of museums. Field trips to local museums will be required."
18,HR2011,GLOBAL MODERNISMS: 1850-1950,3.0,SOH,Yes,Letter Graded,,,"This course examines modern art in the West and in selected global contexts in the period of circa 1850 to 1950. In the course, we will study the historical development of modern art in the West, while considering its relationship to the development of modern art in other global contexts, especially in colonised regions. We will also critically examine the competing narratives about Western and global art histories which have emerged in recent scholarship. The course is an intermediate-level course which lays a basis for your further studies and professional endeavours in fields related to modern art (including, for example: contemporary art, curatorial studies, museum studies, art criticism and art history). Building on your knowledge of premodern Western and Asian art, this course seeks to introduce you to key artistic expressions of modernity and modernism, and to the interactions between modernity and colonialism as expressed in and shaped by art. In the course you will be engaged in thinking critically about the development of modern art in Western and global contexts, and about Southeast Asia's place in these competing narratives."
19,HR3001,"CITIES,BODIES,MEMORIES,ART & EVERYDAY LIFE IN CONTEMP SPORE",3.0,SOH,Yes,Letter Graded,,,"This course is an experiential exploration of the ways in which everyday lives in a city like Singapore are structured by power, possibility and psychogeography. Students will interrogate the ways public and private spaces such as housing estates, public and corporate institutions, school campuses, city streets and shopping malls structure the individual imagination. They will then explore how these spaces become infused with a myriad of personal stories, memories, fictions, poetics and possibilities. Students are reminded that ADM rules on attendance and plagiarism are in operation within all ADM courses as laid out in the ADM Student handbook http://www.adm.ntu.edu.sg/CurrentADM/Documents/ADMStudentHandbook2010-2011.pdf."
20,HR3004,ART IN THE AGE OF COLONIALISM,3.0,SOH,Yes,Letter Graded,DD1004,,"This course introduces you to the diverse content and methods of global art histories. In questioning the monolithic binaries of Western and non-Western art, you will study various objects that crossed national and regional boundaries during the age of colonialism. This course prepares you for more advanced academic writing, reading, and research in art history."
21,HR3008,AESTHETIC MANIFESTATIONS OF BUDDHIST DEVOTION & PRACTICE,3.0,SOH,Yes,Letter Graded,,,"This course is intended to deepen and widen your pre-existing knowledge of Asian or Buddhist art, and to develop critical frameworks for rethinking prevailing canons of Buddhist art. It covers a selection of artefacts, sites and works of art from over two millennia from ca. 300BCE to the 21st century. The geographical scope mirrors the internationalisation of Buddhism, from South Asia to East, Southeast Asia, and the Western world, since the first millennium. We ask: how have Buddhist teachings been interpreted by image-makers over space and time, and how have the representations been subsequently experienced, read and used, and what makes 'Buddhist art' 'Buddhist' and 'art'? These studies will provide a basis for further in-depth studies of Buddhist Art."
22,HR3009,19TH CENTURY SOUTHEAST ASIAN ART: INTERACTIONS & REFRACTIONS,3.0,SOH,Yes,Letter Graded,,,"This course examines the emergences of modern art in Southeast Asia during the long 19th century (that is, from around the late 1700s to around the early 1900s). In the course, we will study the historical development of modern art in the region, with a special focus on the plural interactions that fuelled transformations in artistic expression during this period, and the ways in which art selectively adapted and refracted aesthetics, techniques and ideas found in art from other parts of the world. The interactions include intra-regional exchanges, for example between Islamic communities in Southeast Asia; as well as extra-regional exchanges, including with East and South Asia, the Arab World, and also with the colonial powers of Western Europe and North America. Together, we will critically examine competing narratives about the development of modern art in Southeast Asia. The course is an intermediate-level course which lays a basis for your further studies and professional endeavours in fields related to modern art (including, for example: contemporary art, curatorial studies, museum studies, art criticism and art history). Building on your knowledge of premodern Western and Asian art, this course seeks to introduce you to key artistic expressions of modernity and modernism in Southeast Asia, and to the interactions between modernity and colonialism as expressed in and shaped by art. In the course you will be engaged in thinking critically about competing narratives of the development of modern art in Southeast Asia."
23,HR4001,EXHIBITION HISTORIES: MUSEUMS TO BIENNALES,4.0,SOH,Yes,Letter Graded,DD1003 OR DD1004,DD3015,"This intermediary level seminar course will introduce you to the global history of art exhibitions from its origin to the present. It will confer particular attention to how curatorial and artistic practices have influenced exhibitions in the context of museums and biennials. The course offers a solid historical and conceptual body of references and tools as a foundation for further studies in curating, cultural heritage, and museums, including the Masters in Museum Studies and Curatorial Practice program at NTU."
24,PH2101,QUANTUM MECHANICS 1,3.0,PHY(SPS),Yes,Letter Graded,MH1801 & PH1107 OR CY1307 & MH1801 OR MH1802 & MH1803 & PH1107 OR CY1307 & CY1601 & CY1602 OR MH1101 & MH1200 & PH1107,CY1303,The overarching aim of the course is to enable you to predict outcomes of simple quantum experiments and to provide working knowledge necessary for more advanced topics in quantum physics. We will gradually develop formalism of quantum mechanics in terms of matrices and wave functions. Many experiments fundamental to physics will be discussed on the way as well as real-life applications.
25,PH3404,PHYSICS OF CLASSICAL & QUANTUM INFORMATION,3.0,PHY(SPS),Yes,Letter Graded,MH1402 & PH2101 OR MH2802 & PH2101 OR CZ1016 & MH2802 OR CY1307 & CY1602,,"This interdisciplinary course aims to arm you with the knowledge required to appreciate rapidly growing cross-disciplinary research frontiers that interface physics, information science and computation. You will be introduced to the fundamentals of classical and quantum information science and their underlying physical principles, which will give you the necessary expertise to follow and initiate research in the blossoming fields of information physics, quantum information, and quantum computation."
26,PH3603,BIOPHYSICS,3.0,PHY(SPS),Yes,Letter Graded,PH2103,CM4054,"This course serves as an introduction to 'How physics approaches living matter'. It aims to provide a framework for understanding biophysics and physical models of biological systems. You will build foundational knowledge in key topics of molecular biophysics and structural biology. Through this course, you will be introduced to the working principles of common biophysical methods used to investigate the structure and dynamics of biomolecules as well as novel methods for manipulation and analysis in biophysics."
27,HF5401,CREATIVE WRITING: CHINESE POETRY,3.0,CHIN(SOH),Yes,Letter Graded,,,"1. Explore and analyze various styles of poetry writing and develop a practical exposure to a variety of technical devices that are specific to the writing of poetry. 2. Select famous poetic works (local and international writers) for students to learn how to appreciate and discuss. 3. Each student is to submit two pieces of works, where interpretation, discussion and critique of the works should be included in the presentation. Students are to make revision to the writing by incorporating comments/inputs from their course mates and lecturer before submitting the works for final assessment"
28,HF5701,ADVANCED CREATIVE WRITING: CHINESE PROSE,3.0,CHIN(SOH),Yes,Letter Graded,,,"This course focuses on intensive practice of Chinese prose. It exposes you to the various styles of prose writing, which includes lyrical prose, short essay, diary, autobiography, travel writing etc. You will learn the techniques of appreciating various styles of works through the practices of writing, reading and collaborative critical response. This will help you to gain knowledge and experience in creative and critical cross-reading, which will increase your interest to develop a working knowledge in prose writing."
29,HF5901,CHINESE MEDIA WRITING,3.0,CHIN(SOH),Yes,Letter Graded,,,"This course teaches the techniques of writing news and reportage in Chinese. It focuses on guiding you to use Chinese to engage in richly factual, professional, and creative media writing of various forms. These include interview writing, news features, precision news writing, investigative reporting, radio and TV news writing, and Internet news writing. This course will incorporate various current affairs in discussions to enhance your sensitivity to wordings found in all types of news and reportage in the Chinese context. As a result of this course, you will learn to complete news reports written in precise and succinct language to a deadline in class."
30,CE2003,DIGITAL SYSTEMS DESIGN,3.0,CE,No,Letter Graded,CE1005 OR CZ1005 OR CE1105 OR CZ1105,SC2103,"Review of Hardware Description Languages; Real-World Arithmetic; Control and Datapath design; Register Transfer Level (RTL) design in Verilog; Digital Design on FPGAs; Testbenches and Testing Strategies; Using design in registers, counters, shift registers, synchronous and asynchronous reset"
31,CE2006,SOFTWARE ENGINEERING,3.0,CE,No,Letter Graded,CE2002(Corequisite) OR CZ2002(Corequisite),"CZ2006, SC2006",Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security
32,CZ1103,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING,3.0,CSC(CE),No,Letter Graded,,"BG2211, BS1009, CE1003, CE1103, CH2107, CV1014, CZ1003, EE1005, IE1005, MA1008, MS1008, PS0001, RE1016, SC1003","Computational thinking (CT) is the process of analysing a problem then designing and expressing its solution in such a way that a computer can effectively carry it out. It includes a number of characteristics, such as breaking a problem into small and repetitive ordered steps, logically ordering and analyzing data and creating solutions that can be effectively implemented as programs running on computer. The aim of this course is hence to take students with no prior experience of thinking in a computational manner to a point where you can derive simple algorithms and code the programs to solve some basic problems in your domain of studies. Student will also learn about basic program construct and simple data structures. In addition, the course will include topics to appreciate the internal operations of a processor."
33,CZ1105,DIGITAL LOGIC,3.0,CSC(CE),No,Letter Graded,,"CE1005, CE1105, CZ1005, EE2004, EE2104, IE2104, IM1004, SC1005","This course aims to develop your ability to analyse and design digital circuits. The design and behaviour of modern digital equipment (e.g. mobile phones and personal computers) are based on functions of binary variables. This course provides you the knowledge to analyse the theoretical characteristics and the skills required for practical technology driven implementations of digital circuits. This course provides an introductory perspective of digital circuits design. It is relevant for anyone pursuing a career in the ICT industry - including those in digital systems, computer architecture and microprocessor based systems design."
34,CZ1106,COMPUTER ORGANISATION & ARCHITECTURE,3.0,CSC(CE),No,Letter Graded,CZ1005(Corequisite) OR CE1005(Corequisite) OR CZ1105(Corequisite) OR CE1105(Corequisite),"CE1006, CE1106, CZ1006, SC1006",Computer Hardware Decomposition; Solid-state memory subsystems; Magnetic memory; Input/Output techniques; The central processor unit; How high level code is `executed'; Quantifying and comparing performance; Computer arithmetic; Towards higher speed.
35,CZ1107,DATA STRUCTURES & ALGORITHMS,3.0,CSC(CE),No,Letter Graded,CE1103 OR CZ1103 OR CE1003 OR CZ1003,"CE1007, CE1107, CZ1007, SC1007","This course aims to (i) teach the concepts, implementations and applications of data structures such as arrays, linked lists, stacks, queues and trees that are important for building efficient algorithms; (ii) provide an introduction to algorithm analysis and design. These are essential for future computer science and computer engineering courses."
36,CZ2002,OBJECT ORIENTED DESIGN & PROGRAMMING,3.0,CSC(CE),No,Letter Graded,CZ1007 OR CE1007 OR CE1103 OR CZ1103,SC2002,"The object-oriented paradigm to the design of software is one major successful approach to address complexity and maintainability issues in software systems. We want students to establish an object-oriented mindset and to gain valuable insights into how software can be developed using the object-oriented approach. This course should not be interpreted to be a pure programming language course. Rather, the programming language serves to illustrate, via practical examples, the concepts learnt in the course. As a student of this course, you will learn essential object-oriented concepts such as encapsulation, the separation of design from implementation; the use of inheritance and polymorphism. You will discover how to describe these concepts using appropriate UML diagrams. Finally, you will also learn good design principles for reuse, and to realise these principles using object-oriented programming languages such as Java and/or C++."
37,CZ2005,OPERATING SYSTEMS,3.0,CSC(CE),No,Letter Graded,CZ1006 & CZ1007 OR CE1006 & CE1007 OR CE1106 & CE1107 OR CZ1106 & CZ1107,"CE2005, SC2005","This course aims to develop your understanding of fundamental concepts and principles of modern operating systems, and to build your knowledge on the design and implementation of main operating system components."
38,CZ2006,SOFTWARE ENGINEERING,3.0,CSC(CE),No,Letter Graded,CZ2002(Corequisite) OR CE2002(Corequisite),"CE2006, SC2006",Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security
39,CZ2007,INTRODUCTION TO DATABASES,3.0,CSC(CE),No,Letter Graded,CZ1007 & CZ2001(Corequisite) OR CE1007 & CE2001(Corequisite) OR CE1007 & CZ2001(Corequisite) OR CE2001(Corequisite) & CZ1007 OR CE2101(Corequisite) OR CZ2101(Corequisite),"EE4791, IE4791, IM4791, SC2207",Overview of Database Management Systems (DBMS); Entity-Relationship Data Model; Relational Data Model; Functional Dependencies (FD) and Normalization; Relational Algebra; Structured Query Language (SQL); Storage of Relational Data; Indexing Techniques; Query Processing and Optimization; Transaction Management and Concurrency Control
40,CZ2101,ALGORITHM DESIGN & ANALYSIS,3.0,CSC(CE),No,Letter Graded,CZ1107 & MH1812,"CE2001, CE2101, CZ2001, SC2001","This course aims to develop your knowledge, understanding and skills about algorithm design and analysis. Upon the successful completion of this course, students shall be able to (i) apply additional analysis techniques in complexity analysis of recursive algorithms; (ii) apply, design and analyse algorithms using a number of approaches to solve various problems like sorting, shortest-path, minimum spanning tree, optimal sequencing for matrix multiplication, the longest common subsequence, string matching. Students will also learn the concepts of complexity classes P & NP and apply greedy heuristic approach to solve NP-complete problems."
41,CZ3006,COMPUTER NETWORK,3.0,CSC(CE),No,Letter Graded,CZ1011 & CZ1012 OR CZ1104 & CZ2100,"CE3005, SC2008","This course serves as a foundation for computer and communication networks. Emphasis is placed on concepts, protocols and technologies, which formulate various Local Area Networks (LANs), Wide area Networks (WANs), and their interconnections. Emphasis is also placed on the fundamentals of the Internet, and includes laboratory sessions on socket programming. Advanced materials, such as, cloud computing, will also be covered to prepare you well for your future career."
42,SC5010,INTRODUCTION TO DATA ANALYSIS,3.0,CSC(CE),Yes,Letter Graded,SC1003,"CE4032, CZ4032, SC4020","In today's era of Information, `Data' is the new driving force, provided we know how to extract relevant `Intelligence'. This course will start with the core principles of Data Science and Data Analysis, and will eventually equip you with the basic tools and techniques of data handling, exploratory data analysis, data visualization, data-based inference, and data-focused communication. The course will also introduce you to the fundamentals of Machine Learning - prediction, classification, clustering and anomaly detection - to set the computational framework for Data Science and Analysis. The goal is to motivate you to work closely with data and make data-driven decisions in practice. The course will also touch upon some ethical issues and motivate you to explore the cutting-edge applications related to Big Data, Neural Networks and Deep Learning. Python will be the language of choice to introduce hands-on computational techniques."
43,CM1002,FOUNDATIONS OF CHEMISTRY II,4.0,CHEM(CBE),Yes,Letter Graded,,"BS1013, BS1033, CY1101","The course covers fundamental concepts and organizing principles of chemistry that provide the foundation for many aspects of chemical science and related fields. It aims to bring Freshmen students in science and engineering to the same level of command of basic chemistry that is essential to progress to advanced courses. The concepts espoused in the course will be illustrated and connected with real world applications whenever relevant. Practical work is at the heart of chemistry. The laboratory component of this course aims to expose you to chosen experiments which will help you gain familiarity with a variety of skills, laboratory techniques and equipment and instill in you the ability to work independently as well as part of a team."
44,CM2031,ORGANIC & BIOORGANIC CHEMISTRY,3.0,CHEM(CBE),Yes,Letter Graded,By permissions CM1031 OR CM9001 OR CM5000 OR CY1101 OR CM1002,,"Topics covered include functional group transformations, disconnection approach to synthesis, synthesis and reactivity of polyfunctional organic molecules, heteroaromatic compounds, free radical reactions, pericyclic reactions, stereochemistry and reaction mechanisms."
45,CM2041,PHYSICAL & BIOPHYSICAL CHEMISTRY 1,3.0,CHEM(CBE),Yes,Letter Graded,By permission CM1021 OR CM1041 OR CM9001 OR CM5000 OR CY1101 OR CM1001,,"On completing this course, you will understand the basic principles in physical and biophysical chemistry and how these principles can be applied to explain and predict chemical changes. You will grow rigorous analytical ability to study chemistry based on scientific calculations and reasoning. You will appreciate the power of physical chemistry in chemical research and industry activities."
46,CM3011,CHEMICAL SPECTROSCOPY & APPLICATIONS,3.0,CHEM(CBE),Yes,Letter Graded,By permission CM2021 & CM2031,,This course introduces the most commonly used spectroscopic techniques for structure determination. 1. Mass spectrometry 2. Infrared spectroscopy 3. UV-vis spectroscopy 4. NMR spectroscopy
47,CM3021,ORGANOMETALLIC CHEMISTRY,3.0,CHEM(CBE),Yes,Letter Graded,By permission CM2021,,"The aim of this course is to introduce to you some of the basic concepts in Organometallic Chemistry. You will be introduced to some fundamental ideas that are useful to understanding the subject, including an overview of the various types of ligands, some of their properties, and the reaction mechanisms, that are encountered in organometallic chemistry."
48,CM3031,ORGANIC REACTION MECHANISMS & SYNTHESIS,3.0,CHEM(CBE),Yes,Letter Graded,By permission CM2031,,"This core chemistry course aims to develop your understanding of fundamentals of organic chemistry concepts that are essential for future advance chemistry courses and any practicing chemists. This course is also great preparation for a PhD and a career in chemistry research. On completing this course, you have extended your understanding of organic reaction mechanisms beyond the first- and second-year contents to more advanced chemistry. You will understand issues of selectivity and specificity, especially in terms of regio-, stereo-, and chemo-selectivity and specificity. You will be able to propose syntheses of molecules of higher complexity."
49,CM3041,PHYSICAL & BIOPHYSICAL CHEMISTRY 2,3.0,CHEM(CBE),Yes,Letter Graded,By permission CM2041,,"Duality of matter and the Heisenberg principle, Schrodinger equation of simple systems, postulates of quantum mechanics, symmetry elements and operators, probability, order and disorder, statistical interpretation of entropy and the Boltzmann equation, Boltzmann distribution and the partition function for an ideal gas, thermodynamic functions for ideal gases."
50,HC1051,MODERN CHINESE,3.0,CHIN(SOH),Yes,Letter Graded,B4 & above in O level Chinese or equivalent HC1002,,"This course aims to develop student's awareness of Modern Chinese grammar and phonology. Students will explore the grammatical, phonological and semantic properties of the language through application of a descriptive approach to the analyses of Chinese data."
51,HC1060,HISTORY OF SINGAPORE & MALAYSIAN CHINESE,3.0,CHIN(SOH),Yes,Letter Graded,,,"This foundation level course will introduce you to the history of Chinese communities in Singapore and Malaysia, examining the economic activities, social organizations, and political orientation of Chinese diaspora in relations to China and the countries of residence. In this course, you will learn how Chinese communities have transformed in Singapore and Malaysia. This will form the foundation for further studies in Chinese diaspora."
52,HC2010,CLASSICAL CHINESE FICTION,3.0,CHIN(SOH),Yes,Letter Graded,,,"Studies of the traditional Chinese short stories and novels of Tang, Song, Yuan, Ming and Qing periods. Topics such as the analysis and interpretation of texts, themes, and sociological studies of selected works will be covered. Works discussed include short stories such as Tang chuanqi and Song huaben, and novels such as Dream of the Red Chamber, The Journey to the West and The Three Kingdoms."
53,HC2011,TANG POETRY,3.0,CHIN(SOH),Yes,Letter Graded,B4 & above in O level Chinese or equivalent ,,"This course offers a chance to savor and analyze Tang poetry (shi) through close reading and discussion. The Tang dynasty (618-907) is generally considered by critics as the highpoints of mature Chinese poetic composition. Poets such as Li Bai, Du Fu, Wang Wei, Li Shangyin, Li He, etc., and topics on poetic language, grammar, rhetoric, and textual criticism will be discussed."
54,HC2014,CHINESE THEATRE & PERFORMANCE,3.0,CHIN(SOH),Yes,Letter Graded,HC1001,,"This course introduces basic concepts and techniques employed in the theatre and those for performance with emphasis on contemporary works written and produced in China, Taiwan, Hong Kong, and Singapore. Topics discussed include Western and traditional influence on Chinese theatre, social, aesthetical, and political aspects, theatricality, performance, and the issue of Chinese language. issue of Chinese language."
55,HC2017,"WRITING PLACES: NATIVISM, ECOLOGY, POLITICS",3.0,CHIN(SOH),Yes,Letter Graded,HC1001,,"This course examines the writings on place from the 1930s onward. It explores the changing focus and meaning in the literary or cinematic rendering of different locales. While a place can be the anchor of identity, site of cultural memory and practice, and refuge for dwelling, such meanings are not given but very much the work of cultural imagination and creation. How do literature and cinema contribute to creating a sense of place and confer an identity on a place, under what circumstances and to what political and cultural effects? As the deepening environmental crises increasingly ravages our natural world, how do the writings on places document environmental degradation? How do their otherworldly portrayals - be them industrial, postindustrial, heterotopic, dystopic, etc. - shed light on our collective reality and engage our senses and intellect to promote possible social change? These are the important questions we will discuss in this course."
56,HC2040,UNDERSTANDING CHINA,3.0,CHIN(SOH),Yes,Letter Graded,HC205/HC2005 General History of China recommended ,,"This course aims at analyzing ""Chineseness"" and engendering critical thinking about the representation of ""China"" and its society, culture, politics, and people in various media. In light of critical theory, the course examines what traditions and experiences have shaped the historical construction of what ""China"" is, and what values and beliefs might inform its future development. Media (print, digital, internet, etc.) to be studied include those in the West, China, Taiwan, Hong Kong, Southeast Asia, and overseas Chinese-language media."
