,Course Code,Course Name,Academic Units,Faculty,BDE,Grade Type,Prerequisites,Mutually Exclusive,Course Information
14,HL4024,ADVANCED STUDIES IN CONTEMPORARY LITERATURE,4.0,ELH(SOH),Yes,Letter Graded,HL1001,,"This module seeks to investigate various fictional images of the contemporary world. The contemporary, as it appears in the novels on this course, is multi-faceted and represents a truly cosmopolitan series of landscapes. These authors are alert to the strains of contemporary music, influenced by film and television, conscious of the prevalence of visual imagery in society and are keenly aware of the multi-racial/religious natures of their cities and towns. Contemporary British writers are deeply aware of international intellectual and artistic developments and the sheer variety of narrative approaches testify to the major contribution made by recent writers to the contemporary novel. Thus, it is possible to consider their work as representative of contemporary European society, while being conscious of profound threads of connection with the idea of the contemporary beyond the borders of Britain."
15,HH3001,HISTORIOGRAPHY: THEORY & METHODS,3.0,HIST(SOH),Yes,Letter Graded,HH1001 (Not Applicable to ELAH),,"This course will build on students` knowledge of the practice of history by introducing them to classic works of historiography and the theoretical approaches, which such works take. Each week the course will focus on one key work, which will be contextualised in terms of its contribution to a wider historical and theoretical debate. Approaches covered will include Marxist history, the Annales School, Historical Sociology, the history of Nationalism, Micro-history, The Cultural Turn, Gender history, Subaltern Studies, Post-Colonial Studies, the history of the Senses, and Oral history."
16,HH4005,CULTURE AND HERITAGE: PERSPECTIVES FROM HISTORY,4.0,HIST(SOH),Yes,Letter Graded,,,"The course will address issues which pertain to the debates and discussions of culture and heritage. One of the most neglected resources in any society is the intangible aspects of its cultural and historical heritage. Some countries and regions within countries have been quite successful in marketing certain segments of their cultural and historical heritage. One of the most successful examples in Southeast Asia is Bali, which manages to promote both older and more recently created cultural practices and performances as -traditions-. Today Bali can still be considered a living heritage site in the sense that the Balinese continue their daily ritual practices and routines. However the authenticity of some of the art forms and performances can be questioned. Though this course will address theoretical issues and examples from various places in the world, class discussions and case studies will come predominantly from Asian examples. Some questions to be addressed include the following: what can be considered cultural and historical heritage in each society? Can these be divided into categories such as good and bad, marketable and non-marketable, representative and non-representative, etc? How does a person use heritage tourism as a means of preserving cultural and historical heritage of people who are gradually -losing- their pasts?"
17,HR1001,WAYS OF SEEING: EXPLORING VISUAL CULTURE,3.0,SOH,Yes,Letter Graded,,,"This course is foundational for more advanced art historical studies. It seeks to initiate critical reflection on 'art' and 'art history' as variable constructs subject to shifting matrixes of interconnected factors and forces. Based on a range of visual and textual materials from the pre-modern to the contemporary, the East and the West, the 'North' and the 'South', this course investigates the ways of seeing, representing, interpreting and thinking about 'art' and 'art history'. The first part of the course examines pictorial strategies adopted by image-makers from different periods and parts of the world; the second part explores a selection of art historical theories from Europe, East and South Asia. This learning will provide a conceptual framework for further, in-depth studies in global Art History."
18,HR2001,INTRODUCTION TO THE HISTORIES OF SOUTHEAST ASIAN ART,3.0,SOH,Yes,Letter Graded,DD1003,,"This is a foundational survey course covering works of art, artefacts and sites from Southeast Asia. It begins with the early cultures of prehistory and ends by investigating persisting traditions found in 20th-21st century artworks from Southeast Asia. You will study and question the dynamics, themes, and complexities that distinguishes the region geographically and artistically. You will develop literacy over a range of visual representations by considering their aesthetics, symbolic attributes, and cultural/historical significances. You will cultivate and apply these knowledge through independent research, critical thinking, oral presentations, written tests and assignments. This will provide a foundation for further research and study of art in Southeast Asia."
19,HR2005,SURVEY OF NEW MEDIA,3.0,SOH,Yes,Letter Graded,,,"This course is designed for students who've already taken foundational Art History and is an introduction to the history and development of contemporary artistic practices under the spectrum of New Media. The starting point for the course is the situation where fine arts expanded from traditional forms into a new aesthetical condition. The course also analyses a number of concepts from Cultural Studies that have found a meaningful field in New Media. These studies and discourses will provide a strong knowledge-base for taking further Art History modules that focus on art and technology, as well as being applicable for advanced projects in design, interaction and animation."
20,HR2006,MODERN & CONTEMPORARY CHINESE ART,3.0,SOH,Yes,Letter Graded,,DD3004,"This course will introduce you to developments in the visual arts from the late Qing dynasty in the early 20th century to the present day post-Mao era, against the broad context of China's tumultuous socio-political history. You will examine a broad range of visual materials, from Chinese woodblock prints to contemporary art, photography, architecture and design, towards identifying and understanding major themes and critical issues in Chinese art. This course will complement courses in other Asian art histories and Chinese literature. It will also provide a basis for further in-depth studies in Chinese art, history and culture."
21,HR2009,CONTEMPORARY CURATING,3.0,SOH,Yes,Letter Graded,DD1003 OR DD1004,,"This course will introduce you to the basic precepts of contemporary curating. You will learn about the history of exhibitions, compare museum and independent curatorial approaches, and examine contexts/conditions specific to the curating of contemporary art, particularly in Singapore and the Southeast Asia region. This course is a foundation for further studies in curating practice and museum studies."
22,HR3002,ISSUES IN GLOBAL CONTEMPORARY ART,3.0,SOH,Yes,Letter Graded,,,"This course will introduce you to an overview of selected key concepts and problems that characterize contemporary art as a platform for the production of critical thinking. You will learn about the significance of current trends and topics in the field of contemporary art history, particularly in Singapore and the Southeast Asian region. This course will provide a foundation for advanced studies in contemporary art history and theory. Contemporary Art Issues: You will learn how to identify the current trends and topics in the field of contemporary art history, e.g. relational aesthetics, conceptual art, site-specificity, socially-engaged art, participatory art and ethics in performance practices. Contemporary Art Concepts, Artists, and Artworks: You will learn about key concepts and theories by contemporary art theorists and critics. and learn to recognize significant artists and artworks that are introduced as case studies. Writing a Research Paper: You will learn how to write a thesis statement, present your ideas in class, and develop your research topic with the use of appropriate art historical vocabulary and specific artist/artwork examples. Class assignments: Class exercises, assignments, and discussions designed in a progressive sequence leading to a 8-10 page final research paper. Assignments include producing fieldnotes and/or writing reviews of exhibitions."
23,HR3003,FROM MODERN TO POST-MODERN: ART 1945-1985,3.0,SOH,Yes,Letter Graded,"Pre-requisiteDD3005 SURVEY OF MODERN ART,1900-1945 preferred ",,"The course examines a period of forty years of European and American art history that laid the foundations for today's art. It encompasses post-World War II High- Modernism, 1960s and 1970s Anti-Modernism, and 1980s Postmodernism. Broadly chronological in approach, the course begins with an in-depth study of the different forms of Abstract Art in the post-war period, before embarking into a survey across some of the most important artistic movements in the 20th century. It includes Art Brut and Outsider Art, Nouveau Realisme, Pop Art and Photorealism , Op and Kinetic Art, Fluxus and Performance Art, Conceptual Art, Minimalism, Arte Povera, Environmental and Land Art, Neo-Historicism and Graffiti Art. New approaches to art making, and critical frameworks used to discuss and interpret modern art will also be considered in relation to the historical contexts in which they were produced, including, but not limited to: the politics of the Cold War period; the rise of consumerism in the 1950s; the civil rights movement and institutional critiques of the 1960s; the, the growth and influence of feminism in the1970s and the crisis of representation and meta-narratives in the1980s. Coursework assignments will include researching and presenting a group seminar on a specific topic, and final research paper in the form of an extended essay analyzing a case study relevant to the course."
24,HR3006,THE MODERN & MODERNISM IN SOUTHEAST ASIAN ART,3.0,SOH,Yes,Letter Graded,,,"What are the key works of modern Southeast Asian art? You will be shown a range of artistic expressions from 20th-century Southeast Asia, and urged to examine them critically. What are the visual references of modern Southeast Asian art? In addition to discussing European and American influences, an introduction to the region?s classical art forms will acquaint you with local artistic traditions that have contributed to the shaping of modern Southeast Asian art. What are the main themes in modern Southeast Asian art? You will explore the dominant themes in modern Southeast Asian art and question their prevalence. What are the prevailing narratives of modern Southeast Asian art? You will be invited to study and compare the monographs of each country in Southeast Asia, and to critique them. Who are the actors and agents and what do they do? You will know the most prominent artists, art historians, curators and institutions of art, and urged to reflect on their roles in shaping the art historical narratives of Southeast Asian modern art. Class assignments The Oral Presentation is an exercise on the analysis of an artwork?s formal and iconographic qualities, intrinsic meanings and art historical significance, as well as its effective communication. The Written Assignment demands that they compare and contrast, and engage with a wider range of issues. The Visual Memory Exercise trains you in visual memory skills which are vital for the study of art."
25,PH1104,MECHANICS,3.0,PHY(SPS),Yes,Letter Graded,Physics & Maths at A or H2 level or equivalent ,"CY1308, PH1011, PH1012, PH1101, PH114S, PH1801",This course aims to equip you with the basic concepts and problem solving skills in Mechanics. You will develop physical intuition and analytical skills which are important for studying physical systems and solve problems involving mechanical systems. These knowledge and skills lay the foundation for subsequent higher level courses.
26,PH1105,"OPTICS, VIBRATIONS & WAVES",3.0,PHY(SPS),Yes,Letter Graded,Physics & Maths at A or H2 level or equivalent ,"EE1002, PH1103","This course aims to equip you with basic concepts and problem solving skills in optics and wave phenomena. You will develop physical intuition and basic analytical skills which are important for studying optical rays and wave propagation. Fundamental concepts are emphasized using the framework of phase and wavefronts. These knowledge and skills lay the foundation for subsequent higher level courses in optics, and are also critical in any other wave-related courses such as quantum mechanics and electrodynamics."
27,PH1107,RELATIVITY & QUANTUM PHYSICS,3.0,PHY(SPS),Yes,Letter Graded,Physics and Mathematics at A or H2 level or equivalent ,"CY1307, PH1101","This course aims to equip you with the basic concepts and problem solving skills for analysing objects moving close to the speed of light and particles exhibiting quantum behaviour. You will develop physical insights and analytical skills which are important for studying relativistic problems and quantum systems. These knowledge and skills lay the foundation for subsequent higher level courses. Course Content: 1.Foundation (FND): a.Wave properties b.Speed of Light c.Superposition, Diffraction and Interference d.Atoms and subatomic particles 2.Special Relativity (SR) a.Frames of Reference and Galilean Transformation b.Postulates of Special Relativity and Lorentz Transformation c.Length Contraction and Time Dilation d.Minkowski?s Space-time diagrams e.Resolving Paradoxes f.Relativistic Momentum, Kinetic Energy and Energy 3.Basic Nuclear Physics (BNP) a.Radioactive particles ( b.Nuclear Fission and Fusion c.Radioactivity d.Mass-Energy Equivalence e.Medical application and Dosage 4.Quantum Physics (QP) a.Blackbody Radiation b.Quantization of Physical Quantities c.Photoelectric Effect d.Compton Scattering and wavelength e.Pair Production/Annihilation f.Double Slit Experiment g.Davidsson-Germer Experiment h.Wave-Particle Duality i.Hydrogen Atom (Bohr?s Model & Atomic Spectra) 5.Basic Quantum Mechanics (BQM) a.Eigenvalues, Eigenfunctions and Operators b.Two level systems c.Schrodinger?s Equation and Wave function d.Probability (Density) e.Infinite and Finite Potential Well (Particle in a Box) f.Quantum Harmonic Oscillator g.Potential Barrier/Step h.Expectation Value and Uncertainty i.Heisenberg?s Uncertainty Principle j.Commuting Operators k.Hydrogen Atom l.Quantum Numbers, Degeneracy"
28,PH2103,THERMAL PHYSICS,4.0,PHY(SPS),Yes,Letter Graded,MH2800 & PH1104 OR MH1803 & MH2802 & PH1104 OR CY1308 & CY1601 & CY1602 OR MH1101 & MH1200,,"The course aims to equip you with the basic concepts in Thermal Physics. You will develop physical intuition and analytical skills which are important for studying physical systems and solve problems involving temperature, heat and energy. These knowledge and skills are at the basis of subsequent higher-level courses and are critical in the engineering profession."
29,PH3102,CONDENSED MATTER PHYSICS I,4.0,PHY(SPS),Yes,Letter Graded,PH1105 & PH2101 & PH2103,,"This course surveys foundational concepts in solid state systems including the structure of materials as well as the motion and dynamics of electrons in material systems. The course will equip students with an essential conceptual framework to parse fundamental electronic phenomena in crystalline materials, as well as a toolkit of effective models and approximations to perform simple calculations for materials. In particular, the course aims: A. To build the basic concepts of structure and properties of crystalline solids and the collective behaviour of electrons and atoms in materials B. To demonstrate how solid state theory is built up from a variety of experimental data C. To acquire fundamental and qualitative understanding about different materials. D. To build analytical skills through problem-solving E. To provide foundational knowledge for a more advanced treatment of solid state physics"
30,PH3601,FABRICATION OF MICRO-& NANOELECTRONIC DEVICES,4.0,PHY(SPS),Yes,Letter Graded,PH2102,,"This course aims to provide comprehensive introduction to student on the fabrication technologies of micro- and nano-structured electronics devices. The fabrication techniques discussed in the course are relevant for micro- and nano-devices in the fields of semiconductor, magnetics, optoelectronics, micro- and nano-electro-mechanical systems (MEMS/NEMS), and biomedical. This course covers essential topics including principles, fabrications and applications. The working principles of each fabrication technique will be explained in detail, and the combination of these techniques as a complete process flow for making different microdevices will be discussed. Specifically, it is also the aim of this course to familiarise student with the semiconductor processing techniques employed in the advanced manufacturing industry so that the student can acquire direct applied knowledge before embarking their engineering career in the semiconductor industry."
31,PH3602,PHOTONICS,4.0,PHY(SPS),Yes,Letter Graded,PH2101 & PH2301 OR CY1303 & PH2301,,"This course intends to equip you with the fundamental concept and principles of key topics in photonics. You will gain knowledge in the mechanisms of both optoelectronic systems and discrete devices. Based on this knowledge, you will be able to make both predictions and interpretation in important applications such as in optoelectronics and optical communications. In conclusion, after taking this course, your problem-solving skills will be sharpened and you will have the necessary foundation to tackle problems in Photonics research."
32,HF5101,INTRODUCTION TO CHINESE CREATIVE WRITING,3.0,CHIN(SOH),Yes,Letter Graded,,,"1. Explore and analyze various genres of works, such as fiction, prose, poetry, playwriting, intermediate creative writing etc. and develop their working knowledge. 2. Select at least one literary work in each of the categories in fiction, prose, poetry, playwriting and intermediate creative writing for students to learn how to appreciate and discuss. 3. Students are to choose two genres of works within these categories to write. 4. Each student is to submit two pieces of works, where interpretation, discussion and critics of the works should be included in the presentation. Students are to make revision to the writing by incorporating comments/inputs from their course mates and lecturer before submitting the works for final assessment."
33,HF5301,CREATIVE WRITING: CHINESE FICTION,3.0,CHIN(SOH),Yes,Letter Graded,,,"1. Explore and analyze various genres of fiction writing and develop a practical exposure to a variety of technical devices that are specific to the writing of fiction. 2. Select famous fictions (local and international writers) for students to learn how to appreciate and discuss. 3. Each student is to submit two pieces of fiction writing, where interpretation, discussion and critique of the works should be included in the presentation. Students are to make revision to their writing by incorporating comments/inputs from their course mates and lecturer before submitting the works for final assessment."
34,HF5501,CREATIVE WRITING: CHINESE PLAYWRITING,3.0,CHIN(SOH),Yes,Letter Graded,,,"This course combines the concepts and practice of theatre and performance. Firstly, structures and forms advocated by traditional Western theories of drama, such as the ""three unities"" and the ""fourth wall"" will be revisited. Then, the course will move on to the theatricality and suppositionality valued by Chinese and modern theatrical theory. This will provide you with a complete overview of basic dramatic concepts from both China and the West, acting as a theoretical resource for students to draw on when interpreting and writing plays. Various forms of playwritings are also discussed, such as one-act plays, plays dealing with social issues, the theatre of the absurd, black box theatre, and avant-garde theatre. This course places special emphasis on the practice of playwriting and performance. You will be required to write scenes and short plays."
35,HF5801,ADVANCED CREATIVE WRITING: CHINESE FICTION,3.0,CHIN(SOH),Yes,Letter Graded,,,"This course is under the category of Minor in Chinese Creative Writing. This course places special emphasis on intensive practice of Chinese fiction. You are required to have hands-on practice in writing various genres of fiction. The objective of this course is to guide you into producing Chinese fictions which possess creativity and to encourage you to publish your works. Firstly, this course introduces fictional forms, including the novel, novella, short story, and flash fiction. Various genres of fiction will be discussed in this course, e.g. 'bildungsroman' fiction, 'native soil' fiction, science fiction, martial arts fiction, and postmodern fiction. You will gain the ability to appreciate the styles and techniques found in fiction classics. You will practice the writing techniques found in fiction classics to stimulate your own fictional self-expression. The objective of this course is to guide you in the creative writing of fiction."
36,CE1107,DATA STRUCTURES & ALGORITHMS,3.0,CE,No,Letter Graded,CE1103 OR CZ1103 OR CE1003 OR CZ1003,"CE1007, CZ1007, CZ1107, SC1007","This course aims to (i) teach the concepts, implementations and applications of data structures such as arrays, linked lists, stacks, queues and trees that are important for building efficient algorithms; (ii) provide an introduction to algorithm analysis and design. These are essential for future computer science and computer engineering courses."
37,CE2002,OBJECT ORIENTED DESIGN & PROGRAMMING,3.0,CE,No,Letter Graded,CE1007 OR CZ1007 OR CE1103 OR CZ1103,SC2002,Introduction to Object Orientated Programming; Interface and implementation; Designing with Classes and Objects; Inheritance and polymorphism; Object Relationships; Framework and Reuse; Persistent Objects; Design patterns; Object Oriented Programming Language
38,CE2005,OPERATING SYSTEMS,3.0,CE,No,Letter Graded,CE1006 & CE1007 OR CZ1006 & CZ1007 OR CE1106 & CE1107 OR CZ1106 & CZ1107,"CZ2005, SC2005","This course aims to develop your understanding of fundamental concepts and principles of modern operating systems, and to build your knowledge on the design and implementation of main operating system components."
39,CE2006,SOFTWARE ENGINEERING,3.0,CE,No,Letter Graded,CE2002(Corequisite) OR CZ2002(Corequisite),"CZ2006, SC2006",Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security
40,CE2101,ALGORITHM DESIGN & ANALYSIS,3.0,CE,No,Letter Graded,CE1107 & MH1812 OR CE1007,"CE2001, CZ2001, CZ2101, SC2001","This course aims to develop your knowledge, understanding and skills about algorithm design and analysis. Upon the successful completion of this course, students shall be able to (i) apply additional analysis techniques in complexity analysis of recursive algorithms; (ii) apply, design and analyse algorithms using a number of approaches to solve various problems like sorting, shortest-path, minimum spanning tree, optimal sequencing for matrix multiplication, the longest common subsequence, string matching. Students will also learn the concepts of complexity classes P & NP and apply greedy heuristic approach to solve NP-complete problems."
41,CZ1103,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING,3.0,CSC(CE),No,Letter Graded,,"BG2211, BS1009, CE1003, CE1103, CH2107, CV1014, CZ1003, EE1005, IE1005, MA1008, MS1008, PS0001, RE1016, SC1003","Computational thinking (CT) is the process of analysing a problem then designing and expressing its solution in such a way that a computer can effectively carry it out. It includes a number of characteristics, such as breaking a problem into small and repetitive ordered steps, logically ordering and analyzing data and creating solutions that can be effectively implemented as programs running on computer. The aim of this course is hence to take students with no prior experience of thinking in a computational manner to a point where you can derive simple algorithms and code the programs to solve some basic problems in your domain of studies. Student will also learn about basic program construct and simple data structures. In addition, the course will include topics to appreciate the internal operations of a processor."
42,CZ1105,DIGITAL LOGIC,3.0,CSC(CE),No,Letter Graded,,"CE1005, CE1105, CZ1005, EE2004, EE2104, IE2104, IM1004, SC1005","This course aims to develop your ability to analyse and design digital circuits. The design and behaviour of modern digital equipment (e.g. mobile phones and personal computers) are based on functions of binary variables. This course provides you the knowledge to analyse the theoretical characteristics and the skills required for practical technology driven implementations of digital circuits. This course provides an introductory perspective of digital circuits design. It is relevant for anyone pursuing a career in the ICT industry - including those in digital systems, computer architecture and microprocessor based systems design."
43,CZ1106,COMPUTER ORGANISATION & ARCHITECTURE,3.0,CSC(CE),No,Letter Graded,CZ1005(Corequisite) OR CE1005(Corequisite) OR CZ1105(Corequisite) OR CE1105(Corequisite),"CE1006, CE1106, CZ1006, SC1006",Computer Hardware Decomposition; Solid-state memory subsystems; Magnetic memory; Input/Output techniques; The central processor unit; How high level code is `executed'; Quantifying and comparing performance; Computer arithmetic; Towards higher speed.
44,CZ1107,DATA STRUCTURES & ALGORITHMS,3.0,CSC(CE),No,Letter Graded,CE1103 OR CZ1103 OR CE1003 OR CZ1003,"CE1007, CE1107, CZ1007, SC1007","This course aims to (i) teach the concepts, implementations and applications of data structures such as arrays, linked lists, stacks, queues and trees that are important for building efficient algorithms; (ii) provide an introduction to algorithm analysis and design. These are essential for future computer science and computer engineering courses."
45,CZ2002,OBJECT ORIENTED DESIGN & PROGRAMMING,3.0,CSC(CE),No,Letter Graded,CZ1007 OR CE1007 OR CE1103 OR CZ1103,SC2002,"The object-oriented paradigm to the design of software is one major successful approach to address complexity and maintainability issues in software systems. We want students to establish an object-oriented mindset and to gain valuable insights into how software can be developed using the object-oriented approach. This course should not be interpreted to be a pure programming language course. Rather, the programming language serves to illustrate, via practical examples, the concepts learnt in the course. As a student of this course, you will learn essential object-oriented concepts such as encapsulation, the separation of design from implementation; the use of inheritance and polymorphism. You will discover how to describe these concepts using appropriate UML diagrams. Finally, you will also learn good design principles for reuse, and to realise these principles using object-oriented programming languages such as Java and/or C++."
46,CZ2004,HUMAN COMPUTER INTERACTION,3.0,CSC(CE),No,Letter Graded,,SC3061,Introduction; Usability and application spaces; Guidelines and principles for text-based interactions; Hardware devices for interaction; Development processes and assessments; Software tools in user interface development; Interaction styles; Practical UI development concepts; Design Issues
47,CZ2005,OPERATING SYSTEMS,3.0,CSC(CE),No,Letter Graded,CZ1006 & CZ1007 OR CE1006 & CE1007 OR CE1106 & CE1107 OR CZ1106 & CZ1107,"CE2005, SC2005","This course aims to develop your understanding of fundamental concepts and principles of modern operating systems, and to build your knowledge on the design and implementation of main operating system components."
48,CZ2006,SOFTWARE ENGINEERING,3.0,CSC(CE),No,Letter Graded,CZ2002(Corequisite) OR CE2002(Corequisite),"CE2006, SC2006",Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security
